Iteration   Cost 	depth_1 	depth_2 	depth_3 	depth_4 	depth_5 	depth_6 	depth_7 	depth_8 	depth_9 	depth_10 	depth_11 	depth_12 	depth_13 	depth_14 	depth_15 	depth_16 	depth_17 	depth_18 	depth_19 	depth_20
1 	4.959789882025362E7 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0
2 	4.959849926524949E7 	0.05 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0
3 	4.961390390014645E7 	0.0 	0.05 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0
4 	4.9600773785376914E7 	0.0 	0.0 	0.05 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0
5 	4.962680475132926E7 	0.0 	0.0 	0.0 	0.05 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0
6 	4.963518366274055E7 	0.0 	0.0 	0.0 	0.0 	0.05 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0
7 	5.182096235720755E7 	0.0 	0.0 	0.0 	0.0 	0.0 	0.05 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0
8 	4.985165714144071E7 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.05 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0
9 	4.9720713926499665E7 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.05 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0
10 	4.970445727487478E7 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.05 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0
11 	5.2807339312160395E7 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.05 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0
12 	4.988831459222876E7 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.05 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0
13 	5.064292589405696E7 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.05 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0
14 	5.998591425963744E7 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.05 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0
15 	5.045293559744342E7 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.05 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0
16 	5.103865586375244E7 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.05 	0.0 	0.0 	0.0 	0.0 	0.0
17 	4.999272579682458E7 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.05 	0.0 	0.0 	0.0 	0.0
18 	4.979051295966346E7 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.05 	0.0 	0.0 	0.0
19 	5.0553893686816335E7 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.05 	0.0 	0.0
20 	5.115683740185847E7 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.05 	0.0
21 	4.9522530629235625E7 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.05
22 	3.1834623940343015E7 	-0.09128044503828897 	-0.06357883845766675 	-0.09128044503828897 	0.07123884946650844 	-0.09128044503828969 	0.002994499126010726 	0.012005535690736048 	-0.005008153620078523 	0.046084577560059736 	-0.02951327587018934 	0.09128044503829 	-0.014807568613704806 	-0.08608090240546153 	-0.02324176291785135 	-0.0912804450382898 	-0.04421300467325939 	0.02206193612762785 	-0.09128044503828912 	-0.09128044503828911 	0.11846033377871454
23 	2.5211919515446547E7 	-0.18996448167710725 	-0.18740744416429478 	-0.18996448167710725 	0.11046736402491378 	-0.18996448167710742 	0.007905611757788148 	0.05229447249106231 	0.09870023921986887 	0.15696197115464572 	-0.14333004832154553 	0.1899644816771071 	-0.18290554041457682 	-0.1402172019968073 	-0.18368407111687657 	-0.1899644816771076 	-0.16630413304439406 	0.07041771096995803 	-0.18996448167710728 	-0.18996448167710683 	0.19247336125783024
24 	2.5714851031884E7 	-0.20000000000000184 	-0.20000000000000231 	-0.20000000000000184 	0.119882649992773 	-0.20000000000000195 	0.009589428018530115 	0.044456930882165784 	0.06950448322218157 	0.12587655808387374 	-0.019919954736374576 	0.20000000000000154 	-0.20000000000000226 	-0.1897446642533722 	-0.1549725795941002 	-0.20000000000000168 	-0.1764280525255325 	0.09067827379903623 	-0.20000000000000173 	-0.20000000000000226 	0.20000000000000237
25 	2.527795055889766E7 	-0.1949822408385546 	-0.19370372208214842 	-0.1949822408385547 	0.11517500700884342 	-0.19498224083855475 	0.008747519888159128 	0.04837570168661407 	0.08410236122102516 	0.14141926461925972 	-0.0816250015289601 	0.1949822408385542 	-0.19145277020728954 	-0.16498093312508963 	-0.1693283253554885 	-0.19498224083855462 	-0.17136609278496323 	0.08054799238449713 	-0.19498224083855475 	-0.19498224083855437 	0.19623668062891603
26 	2.5196995768875383E7 	-0.19247336125783093 	-0.19055558312322163 	-0.19247336125783093 	0.11282118551687852 	-0.19247336125783102 	0.008326565822973635 	0.050335087088838194 	0.09140130022044704 	0.14919061788695273 	-0.11247752492525287 	0.19247336125783068 	-0.18717915531093318 	-0.15259906756094846 	-0.17650619823618258 	-0.1924733612578311 	-0.16883511291467876 	0.0754828516772276 	-0.19247336125783093 	-0.19247336125783063 	0.19435502094337315
27 	2.5760666772340402E7 	-0.19999999999999984 	-0.19999999999999962 	-0.1999999999999994 	0.12710289521090243 	-0.1999999999999989 	0.004463504656088028 	0.04206423270679728 	0.06331793854089685 	0.14648303129463058 	-0.08606985682924989 	0.19999999999999968 	-0.19999999999999848 	-0.17017974625489718 	-0.1402882296972979 	-0.19999999999999912 	-0.1655625370025575 	0.08327529982687641 	-0.19999999999999907 	-0.19999999999999918 	0.19999999999999948
28 	2.5458461613467243E7 	-0.19623668062891536 	-0.19527779156161057 	-0.19623668062891514 	0.11996204036389048 	-0.196236680628915 	0.006395035239530835 	0.04619965989781774 	0.07735961938067198 	0.14783682459079162 	-0.09927369087725141 	0.19623668062891503 	-0.1935895776554662 	-0.16138940690792275 	-0.1583972139667404 	-0.19623668062891522 	-0.16719882495861815 	0.07937907575205194 	-0.1962366806289152 	-0.19623668062891503 	0.1971775104716863
29 	2.532336049504695E7 	-0.19435502094337312 	-0.19291668734241615 	-0.19435502094337312 	0.11639161294038447 	-0.19435502094337304 	0.007360800531252235 	0.04826737349332794 	0.08438045980055947 	0.14851372123887224 	-0.10587560790125211 	0.19435502094337284 	-0.1903843664831996 	-0.15699423723443565 	-0.16745170610146143 	-0.19435502094337317 	-0.1680169689366484 	0.07743096371463978 	-0.19435502094337304 	-0.19435502094337279 	0.1957662657075298
30 	2.525970161468531E7 	-0.19341419110060204 	-0.19173613523281885 	-0.19341419110060198 	0.1146063992286315 	-0.19341419110060204 	0.007843683177112933 	0.04930123029108307 	0.08789088001050328 	0.14885216956291247 	-0.10917656641325253 	0.1934141911006018 	-0.18878176089706641 	-0.15479665239769205 	-0.17197895216882203 	-0.19341419110060207 	-0.1684260409256636 	0.07645690769593369 	-0.19341419110060198 	-0.1934141911006017 	0.1950606433254515
31 	2.5227791840060618E7 	-0.19294377617921646 	-0.19114585917802024 	-0.19294377617921643 	0.113713792372755 	-0.19294377617921651 	0.008085124500043284 	0.04981815868996063 	0.08964609011547515 	0.14902139372493267 	-0.11082704566925271 	0.19294377617921626 	-0.18798045810399983 	-0.15369785997932023 	-0.17424257520250225 	-0.19294377617921665 	-0.16863057692017122 	0.07596987968658064 	-0.19294377617921643 	-0.19294377617921615 	0.19470783213441228
32 	2.5181882352713503E7 	-0.19223815379713816 	-0.19026044509582235 	-0.19223815379713816 	0.1123748820889403 	-0.19223815379713824 	0.008447286484438809 	0.05059355128827698 	0.09227890527293296 	0.1492752299679628 	-0.11330276455325296 	0.19223815379713788 	-0.1867785039143998 	-0.15204967135176256 	-0.17763800975302269 	-0.19223815379713838 	-0.16893738091193256 	0.07523933767255106 	-0.19223815379713818 	-0.19223815379713785 	0.19417861534785355
33 	2.5174875258341182E7 	-0.19239994932523166 	-0.18946484580204112 	-0.1923999493252316 	0.11420142591062095 	-0.19239428478528742 	0.009797637354874373 	0.04967510018093524 	0.0905825396858789 	0.1454628935548325 	-0.11234804900265358 	0.19239994932523136 	-0.18624013511323295 	-0.1514719708743632 	-0.17444021561356524 	-0.1923999493252319 	-0.16124688862208714 	0.07313465584580793 	-0.19239994932523163 	-0.19155875857980853 	0.19429996199392366
-1 	2.5174875258341182E7 	-0.19239994932523166 	-0.18946484580204112 	-0.1923999493252316 	0.11420142591062095 	-0.19239428478528742 	0.009797637354874373 	0.04967510018093524 	0.0905825396858789 	0.1454628935548325 	-0.11234804900265358 	0.19239994932523136 	-0.18624013511323295 	-0.1514719708743632 	-0.17444021561356524 	-0.1923999493252319 	-0.16124688862208714 	0.07313465584580793 	-0.19239994932523163 	-0.19155875857980853 	0.19429996199392366
